filename,true_label,prediction,confidence,snr,prob_BPSK,prob_QPSK,prob_8PSK,prob_16QAM,prob_64QAM
16QAM_SNR0_ID1.npy,16QAM,16QAM,0.7252387130339453,0.0,0.026938535386683025,0.14545457427483796,0.019001950280601542,0.7252387130339453,0.08336622702393219
16QAM_SNR0_ID10.npy,16QAM,64QAM,0.7471680569176501,0.0,0.06508376822937426,0.004613704438230203,0.08635109151925004,0.09678337889549547,0.7471680569176501
16QAM_SNR0_ID100.npy,16QAM,16QAM,0.7685765318108638,0.0,0.013738342204602556,0.09105219823565532,0.007114862185802736,0.7685765318108638,0.11951806556307558
16QAM_SNR0_ID101.npy,16QAM,64QAM,0.5987128053443199,0.0,0.01857786525117164,0.01737559750245882,0.015333939348072919,0.3499997925539767,0.5987128053443199
16QAM_SNR0_ID102.npy,16QAM,16QAM,0.6653714694488143,0.0,0.06571416064877289,0.18191197293186478,0.052468447481582886,0.6653714694488143,0.034533949488965154
16QAM_SNR0_ID103.npy,16QAM,QPSK,0.5770717311314305,0.0,0.0151704501255126,0.5770717311314305,0.07046990314514688,0.3088122157340194,0.028475699863890563
16QAM_SNR0_ID104.npy,16QAM,16QAM,0.765818413927176,0.0,0.04845756150841314,0.061211071185813294,0.011062323967937182,0.765818413927176,0.11345062941066042
16QAM_SNR0_ID105.npy,16QAM,16QAM,0.7237065171232696,0.0,0.023632841053878296,0.1353211106292166,0.04648368732473594,0.7237065171232696,0.0708558438688996
16QAM_SNR0_ID106.npy,16QAM,16QAM,0.6780763343473961,0.0,0.04620169970741798,0.1647327615943772,0.0601920435728937,0.6780763343473961,0.05079716077791496
16QAM_SNR0_ID107.npy,16QAM,64QAM,0.5003964684857992,0.0,0.018570701038631458,0.17257489658588332,0.010230912999143651,0.29822702089054237,0.5003964684857992
16QAM_SNR0_ID108.npy,16QAM,64QAM,0.5454681966297591,0.0,0.03707740187259455,0.033698532748270865,0.0297493740186389,0.3540064947307366,0.5454681966297591
16QAM_SNR0_ID109.npy,16QAM,16QAM,0.7061922842942625,0.0,0.0322499312592264,0.1833435231729381,0.020517393776927687,0.7061922842942625,0.057696867496645265
16QAM_SNR0_ID11.npy,16QAM,16QAM,0.5122378920261893,0.0,0.015599489700209778,0.013927928109221398,0.010415422280761406,0.5122378920261893,0.4478192678836181
16QAM_SNR0_ID110.npy,16QAM,16QAM,0.6977286083844361,0.0,0.027357276550754085,0.20134119768096148,0.019430505011297932,0.6977286083844361,0.05414241237255048
16QAM_SNR0_ID111.npy,16QAM,16QAM,0.46829928492715406,0.0,0.022016197131813766,0.2559616000690256,0.04401549781049139,0.46829928492715406,0.20970742006151522
